#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	HZ246	"HZ246"	II 1,4,12,27:e,n,x:e,n,x	PDT001088810.1	2021-07-08T13:46:50Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	2		SAMN13906422	GCA_019173665.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HZ247	"HZ247"	II 1,4,12,27:e,n,x:e,n,x	PDT001088811.1	2021-07-08T13:46:59Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	1		SAMN13906423	GCA_019173685.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HZ258	"HZ258"	II 1,4,12,27:e,n,x:e,n,x	PDT001088812.1	2021-07-08T13:47:00Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	0		SAMN13906434	GCA_019173695.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HZ257	"HZ257"	II 1,4,12,27:e,n,x:e,n,x	PDT001088813.1	2021-07-08T13:47:09Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	4		SAMN13906433	GCA_019173765.1		antigen_formula=-:z:e,n,x,serotype=II -:z:e,n,x
Salmonella enterica	HZ245	"HZ245"	II 1,4,12,27:e,n,x:e,n,x	PDT001088814.1	2021-07-08T13:47:22Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	0		SAMN13906421	GCA_019173785.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HAZEL-290	"HAZEL-290"	II 1,4,12,27:e,n,x:e,n,x	PDT001090850.1	2021-07-15T21:18:57Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	0		SAMN13906193	GCA_019248685.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HAZEL-238	"HAZEL-238"	II 1,4,12,27:e,n,x:e,n,x	PDT001090851.1	2021-07-15T21:20:26Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	0		SAMN13906141	GCA_019248735.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HAZEL-237	"HAZEL-237"	II 1,4,12,27:e,n,x:e,n,x	PDT001090852.1	2021-07-15T21:20:34Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	1		SAMN13906140	GCA_019248745.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HAZEL-254	"HAZEL-254"	Orion	PDT001107414.1	2021-08-10T17:22:42Z	Tanzania: Moshi	environmental	environmental/other	PDS000094428.1	0		SAMN13906157	GCA_019516005.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-253	"HAZEL-253"	Orion	PDT001107417.1	2021-08-10T17:23:01Z	Tanzania: Moshi	environmental	environmental/other	PDS000094428.1	1		SAMN13906156	GCA_019516065.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-168	"HAZEL-168"	Orion	PDT001107479.1	2021-08-10T17:30:43Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	0		SAMN13906077	GCA_019517565.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-150	"HAZEL-150"	Orion	PDT001107497.1	2021-08-10T17:33:14Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	4		SAMN13906059	GCA_019518025.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-149	"HAZEL-149"	Orion	PDT001107499.1	2021-08-10T17:33:20Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	0		SAMN13906058	GCA_019518035.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-145	"HAZEL-145"	Orion	PDT001107503.1	2021-08-10T17:34:00Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	6		SAMN13906054	GCA_019518195.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-146	"HAZEL-146"	Orion	PDT001107504.1	2021-08-10T17:34:03Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	2		SAMN13906055	GCA_019518245.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-036	"HAZEL-036"	Orion	PDT001107602.1	2021-08-10T17:47:45Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	2		SAMN13905946	GCA_019520365.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-037	"HAZEL-037"	Orion	PDT001107604.1	2021-08-10T17:47:53Z	Tanzania: Moshi	meat	environmental/other	PDS000094428.1	2		SAMN13905947	GCA_019520395.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-134	"HAZEL-134"	Kibusi	PDT001107513.1	2021-08-10T17:35:20Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	0		SAMN13906043	GCA_019518475.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-127	"HAZEL-127"	Kibusi	PDT001107519.1	2021-08-10T17:36:05Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	2		SAMN13906036	GCA_019518595.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-128	"HAZEL-128"	Kibusi	PDT001107520.1	2021-08-10T17:36:05Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	0		SAMN13906037	GCA_019518605.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-125	"HAZEL-125"	Kibusi	PDT001107521.1	2021-08-10T17:36:20Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	0		SAMN13906034	GCA_019518645.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-126	"HAZEL-126"	Kibusi	PDT001107522.1	2021-08-10T17:36:34Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	2		SAMN13906035	GCA_019518665.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-123	"HAZEL-123"	Kibusi	PDT001107523.1	2021-08-10T17:36:41Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	0		SAMN13906032	GCA_019518685.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-124	"HAZEL-124"	Kibusi	PDT001107524.1	2021-08-10T17:36:41Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	2		SAMN13906033	GCA_019518695.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-121	"HAZEL-121"	Kibusi	PDT001107525.1	2021-08-10T17:36:58Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	0		SAMN13906030	GCA_019518725.1		antigen_formula=28:r:e,n,x,serotype=Kibusi
Salmonella enterica	HAZEL-122	"HAZEL-122"		PDT001107527.1	2021-08-10T17:37:07Z	Tanzania: Arusha	meat	environmental/other	PDS000094470.1	9		SAMN13906031	GCA_019518765.1		antigen_formula=-:r:e,n,x,serotype=I -:r:e,n,x
Salmonella enterica	HAZEL-287	"HAZEL-287"	Newport	PDT001107381.1	2021-08-10T17:18:15Z	Tanzania: Arusha	environmental	environmental/other	PDS000094375.3	0	26	SAMN13906190	GCA_019515085.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-286	"HAZEL-286"	Newport	PDT001107382.1	2021-08-10T17:18:28Z	Tanzania: Arusha	environmental	environmental/other	PDS000094375.3	0	26	SAMN13906189	GCA_019515105.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-285	"HAZEL-285"	Newport	PDT001107383.1	2021-08-10T17:18:37Z	Tanzania: Arusha	environmental	environmental/other	PDS000094375.3	1	27	SAMN13906188	GCA_019515145.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-284	"HAZEL-284"	Newport	PDT001107384.1	2021-08-10T17:18:43Z	Tanzania: Arusha	environmental	environmental/other	PDS000094375.3	0	26	SAMN13906187	GCA_019515165.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-283	"HAZEL-283"	Newport	PDT001107385.1	2021-08-10T17:18:44Z	Tanzania: Arusha	environmental	environmental/other	PDS000094375.3	0	26	SAMN13906186	GCA_019515185.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-271	"HAZEL-271"	Newport	PDT001107397.1	2021-08-10T17:20:27Z	Tanzania: Arusha		environmental/other	PDS000094375.3	0	26	SAMN13906174	GCA_019515515.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-270	"HAZEL-270"	Newport	PDT001107398.1	2021-08-10T17:20:37Z	Tanzania: Arusha		environmental/other	PDS000094375.3	0	26	SAMN13906173	GCA_019515545.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-269	"HAZEL-269"	Newport	PDT001107399.1	2021-08-10T17:20:42Z	Tanzania: Arusha		environmental/other	PDS000094375.3	0	26	SAMN13906172	GCA_019515565.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-268	"HAZEL-268"	Newport	PDT001107400.1	2021-08-10T17:20:49Z	Tanzania: Arusha		environmental/other	PDS000094375.3	1	27	SAMN13906171	GCA_019515585.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HZ219	"HZ219"	Newport	PDT001098616.1	2021-07-27T18:51:27Z	Tanzania: Moshi		environmental/other	PDS000051573.4	1	26	SAMN13906400	GCA_019360915.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HZ218	"HZ218"	Newport	PDT001098619.1	2021-07-27T18:51:39Z	Tanzania: Moshi		environmental/other	PDS000051573.4	1	25	SAMN13906399	GCA_019360975.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-240	"HAZEL-240"	Newport	PDT001107432.1	2021-08-10T17:24:58Z	Tanzania: Moshi	environmental	environmental/other	PDS000051573.4	1	26	SAMN13906143	GCA_019516485.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-039	"HAZEL-039"	Newport	PDT001107599.1	2021-08-10T17:47:11Z	Tanzania: Moshi	meat	environmental/other	PDS000051573.4	1	26	SAMN13905949	GCA_019520185.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HAZEL-038	"HAZEL-038"	Newport	PDT001107605.1	2021-08-10T17:47:56Z	Tanzania: Moshi	meat	environmental/other	PDS000051573.4	2	27	SAMN13905948	GCA_019520415.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	HZ242	"HZ242"	Aberdeen	PDT001098598.1	2021-07-27T18:49:26Z	Tanzania: Arusha	environmental	environmental/other	PDS000093727.2	0		SAMN13906418	GCA_019360555.1		antigen_formula=11:i:1,2,serotype=Aberdeen
Salmonella enterica	HZ241	"HZ241"	Aberdeen	PDT001098600.1	2021-07-27T18:49:29Z	Tanzania: Arusha	environmental	environmental/other	PDS000093727.2	0		SAMN13906417	GCA_019360575.1		antigen_formula=11:i:1,2,serotype=Aberdeen
Salmonella enterica	HZ240	"HZ240"	Aberdeen	PDT001098601.1	2021-07-27T18:49:32Z	Tanzania: Arusha	environmental	environmental/other	PDS000093727.2	1		SAMN13906416	GCA_019360615.1		antigen_formula=11:i:1,2,serotype=Aberdeen
Salmonella enterica	HAZEL-189	"HAZEL-189"	Aberdeen	PDT001107460.1	2021-08-10T17:28:31Z	Tanzania: Arusha	environmental	environmental/other	PDS000093727.2	0		SAMN13906094	GCA_019517185.1		antigen_formula=11:i:1,2,serotype=Aberdeen
Salmonella enterica	HAZEL-190	"HAZEL-190"	Aberdeen	PDT001107462.1	2021-08-10T17:28:37Z	Tanzania: Arusha	environmental	environmental/other	PDS000093727.2	0		SAMN13906095	GCA_019517225.1		antigen_formula=11:i:1,2,serotype=Aberdeen
Salmonella enterica	HZ267	"HZ267"	Kiambu	PDT001098580.1	2021-07-27T18:47:18Z	Tanzania: Moshi	environmental	environmental/other	PDS000093718.2	0	24	SAMN13906443	GCA_019360195.1		antigen_formula=4:z:1,5,serotype=Kiambu
Salmonella enterica	HZ266	"HZ266"	Kiambu	PDT001098581.1	2021-07-27T18:47:22Z	Tanzania: Moshi	environmental	environmental/other	PDS000093718.2	0	24	SAMN13906442	GCA_019360215.1		antigen_formula=4:z:1,5,serotype=Kiambu
Salmonella enterica	HAZEL-226	"HAZEL-226"	Kiambu	PDT001107436.1	2021-08-10T17:25:30Z	Tanzania: Moshi	environmental	environmental/other	PDS000093718.2	24	26	SAMN13906131	GCA_019516585.1		antigen_formula=4:z:1,5,serotype=Kiambu
Salmonella enterica	HAZEL-021	"HAZEL-021"	Kiambu	PDT001107618.1	2021-08-10T17:52:55Z	Tanzania: Moshi	meat	environmental/other	PDS000093718.2	2	28	SAMN13905931	GCA_019521035.1		antigen_formula=4:z:1,5,serotype=Kiambu
Salmonella enterica	HAZEL-020	"HAZEL-020"	Kiambu	PDT001107619.1	2021-08-10T17:52:59Z	Tanzania: Moshi	meat	environmental/other	PDS000093718.2	2	26	SAMN13905930	GCA_019521025.1		antigen_formula=4:z:1,5,serotype=Kiambu
Salmonella enterica	HAZEL-018	"HAZEL-018"	Kiambu	PDT001107621.1	2021-08-10T17:52:59Z	Tanzania: Moshi	feces	environmental/other	PDS000093718.2	10	30	SAMN13905928	GCA_019521095.1		antigen_formula=4:z:1,5,serotype=Kiambu
Salmonella enterica	HAZEL-258	"HAZEL-258"	Jangwani	PDT001107409.1	2021-08-10T17:22:15Z	Tanzania: Moshi	environmental	environmental/other	PDS000094392.1	0		SAMN13906161	GCA_019515885.1		antigen_formula=17:a:1,5,serotype=Jangwani
Salmonella enterica	HAZEL-257	"HAZEL-257"	Jangwani	PDT001107411.1	2021-08-10T17:22:16Z	Tanzania: Moshi	environmental	environmental/other	PDS000094392.1	0		SAMN13906160	GCA_019515895.1		antigen_formula=17:a:1,5,serotype=Jangwani
Salmonella enterica	HAZEL-256	"HAZEL-256"	Jangwani	PDT001107412.1	2021-08-10T17:22:19Z	Tanzania: Moshi	environmental	environmental/other	PDS000094392.1	2		SAMN13906159	GCA_019515965.1		antigen_formula=17:a:1,5,serotype=Jangwani
Salmonella enterica	HAZEL-167	"HAZEL-167"	Jangwani	PDT001107481.1	2021-08-10T17:31:02Z	Tanzania: Moshi	meat	environmental/other	PDS000094392.1	2		SAMN13906076	GCA_019517605.1		antigen_formula=17:a:1,5,serotype=Jangwani
Salmonella enterica	HAZEL-166	"HAZEL-166"	Jangwani	PDT001107482.1	2021-08-10T17:31:03Z	Tanzania: Moshi	meat	environmental/other	PDS000094392.1	4		SAMN13906075	GCA_019517615.1		antigen_formula=17:a:1,5,serotype=Jangwani
Salmonella enterica	HAZEL-223	"HAZEL-223"	Typhimurium	PDT001107438.1	2021-08-10T17:25:50Z	Tanzania: Arusha	environmental	environmental/other	PDS000094453.1	0		SAMN13906128	GCA_019516665.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-224	"HAZEL-224"	Typhimurium	PDT001107439.1	2021-08-10T17:26:02Z	Tanzania: Arusha	environmental	environmental/other	PDS000094453.1	0		SAMN13906129	GCA_019516685.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-222	"HAZEL-222"	Typhimurium	PDT001107440.1	2021-08-10T17:26:05Z	Tanzania: Arusha	environmental	environmental/other	PDS000094453.1	4		SAMN13906127	GCA_019516705.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-220	"HAZEL-220"	Typhimurium	PDT001107441.1	2021-08-10T17:26:06Z	Tanzania: Arusha	environmental	environmental/other	PDS000094453.1	0		SAMN13906125	GCA_019516715.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-221	"HAZEL-221"	Typhimurium	PDT001107442.1	2021-08-10T17:26:11Z	Tanzania: Arusha	environmental	environmental/other	PDS000094453.1	1		SAMN13906126	GCA_019516745.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-225	"HAZEL-225"	42:r:-	PDT001107437.1	2021-08-10T17:25:42Z	Tanzania: Moshi	environmental	environmental/other	PDS000094378.1	3		SAMN13906130	GCA_019516605.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-178	"HAZEL-178"	42:r:-	PDT001107473.1	2021-08-10T17:29:47Z	Tanzania: Moshi	carcass	environmental/other	PDS000094378.1	0		SAMN13906083	GCA_019517425.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-177	"HAZEL-177"	42:r:-	PDT001107474.1	2021-08-10T17:30:05Z	Tanzania: Moshi	carcass	environmental/other	PDS000094378.1	3		SAMN13906082	GCA_019517465.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-176	"HAZEL-176"	42:r:-	PDT001107475.1	2021-08-10T17:30:20Z	Tanzania: Moshi	carcass	environmental/other	PDS000094378.1	8		SAMN13906081	GCA_019517485.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-175	"HAZEL-175"	42:r:-	PDT001107476.1	2021-08-10T17:30:22Z	Tanzania: Moshi	carcass	environmental/other	PDS000094378.1	0		SAMN13906080	GCA_019517495.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-029	"HAZEL-029"	42:r:-	PDT001107612.1	2021-08-10T17:51:25Z	Tanzania: Moshi	meat	environmental/other	PDS000094452.1	2		SAMN13905939	GCA_019520845.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-027	"HAZEL-027"	42:r:-	PDT001107613.1	2021-08-10T17:51:55Z	Tanzania: Moshi	meat	environmental/other	PDS000094452.1	3		SAMN13905937	GCA_019520885.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-028	"HAZEL-028"	42:r:-	PDT001107614.1	2021-08-10T17:51:56Z	Tanzania: Moshi	meat	environmental/other	PDS000094452.1	3		SAMN13905938	GCA_019520895.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-026	"HAZEL-026"	42:r:-	PDT001107615.1	2021-08-10T17:51:59Z	Tanzania: Moshi	meat	environmental/other	PDS000094452.1	3		SAMN13905936	GCA_019520915.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-024	"HAZEL-024"	42:r:-	PDT001107617.1	2021-08-10T17:52:36Z	Tanzania: Moshi	meat	environmental/other	PDS000094452.1	2		SAMN13905934	GCA_019520985.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-202	"HAZEL-202"	1,13,23:z:1,5	PDT001090857.1	2021-07-15T21:22:44Z	Tanzania: Moshi	environmental	environmental/other	PDS000093173.1	1		SAMN13906107	GCA_019248905.1		antigen_formula=13:z:-,serotype=II 13,22:z:-
Salmonella enterica	HAZEL-203	"HAZEL-203"	1,13,23:z:1,5	PDT001090858.1	2021-07-15T21:23:08Z	Tanzania: Moshi	environmental	environmental/other	PDS000093173.1	3		SAMN13906108	GCA_019248925.1		antigen_formula=13:z:z6,serotype=II 13:z:z6
Salmonella enterica	HAZEL-071	"HAZEL-071"	1,13,23:z:1,5	PDT001090866.1	2021-07-15T21:25:59Z	Tanzania: Moshi	meat	environmental/other	PDS000093173.1	5		SAMN13905981	GCA_019249095.1		antigen_formula=13:z:-,serotype=II 13,22:z:-
Salmonella enterica	HAZEL-067	"HAZEL-067"	1,13,23:z:1,5	PDT001090867.1	2021-07-15T21:26:23Z	Tanzania: Moshi	meat	environmental/other	PDS000093173.1	2		SAMN13905977	GCA_019249125.1		antigen_formula=13:z:-,serotype=II 13,22:z:-
Salmonella enterica	HAZEL-070	"HAZEL-070"	1,13,23:z:1,5	PDT001090868.1	2021-07-15T21:26:26Z	Tanzania: Moshi	meat	environmental/other	PDS000093173.1	2		SAMN13905980	GCA_019249105.1		antigen_formula=13:z:-,serotype=II 13,22:z:-
Salmonella enterica	HAZEL-066	"HAZEL-066"	1,13,23:z:1,5	PDT001090870.1	2021-07-15T21:27:08Z	Tanzania: Moshi	meat	environmental/other	PDS000093173.1	2		SAMN13905976	GCA_019249175.1		antigen_formula=13:z:-,serotype=II 13,22:z:-
Salmonella enterica	HAZEL-072	"HAZEL-072"	1,13,23:z:1,5	PDT001090871.1	2021-07-15T21:28:49Z	Tanzania: Moshi	meat	environmental/other	PDS000093173.1	1		SAMN13905982	GCA_019249225.1		antigen_formula=13:z:-,serotype=II 13,22:z:-
Salmonella enterica	HZ262	"HZ262"	Muenchen	PDT001098586.1	2021-07-27T18:47:57Z	Tanzania: Arusha	environmental	environmental/other	PDS000094488.1	0		SAMN13906438	GCA_019360315.1	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,qnrS=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	HAZEL-288	"HAZEL-288"	Muenchen	PDT001107378.1	2021-08-10T17:17:59Z	Tanzania: Arusha	environmental	environmental/other	PDS000094488.1	0		SAMN13906191	GCA_019514955.1	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,qnrS=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	HAZEL-291	"HAZEL-291"	Muenchen	PDT001107379.1	2021-08-10T17:18:03Z	Tanzania: Arusha	environmental	environmental/other	PDS000094488.1	2		SAMN13906194	GCA_019514965.1	aadA1=COMPLETE,aadA2=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	HAZEL-289	"HAZEL-289"	Muenchen	PDT001107380.1	2021-08-10T17:18:05Z	Tanzania: Arusha	environmental	environmental/other	PDS000094488.1	0		SAMN13906192	GCA_019515065.1	aadA1=COMPLETE,aadA2=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	HAZEL-273	"HAZEL-273"	Muenchen	PDT001107395.1	2021-08-10T17:20:10Z	Tanzania: Arusha		environmental/other	PDS000094488.1	1		SAMN13906176	GCA_019515425.1	aadA1=COMPLETE,aadA2=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	HAZEL-272	"HAZEL-272"	Muenchen	PDT001107396.1	2021-08-10T17:20:26Z	Tanzania: Arusha		environmental/other	PDS000094488.1	2		SAMN13906175	GCA_019515505.1	aadA1=COMPLETE,aadA2=COMPLETE,cmlA1=COMPLETE,sul3=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	HAZEL-242	"HAZEL-242"	Eastbourne	PDT001107425.1	2021-08-10T17:24:03Z	Tanzania: Moshi	environmental	environmental/other	PDS000094387.1	0		SAMN13906145	GCA_019516325.1		antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HAZEL-241	"HAZEL-241"	Eastbourne	PDT001107429.1	2021-08-10T17:24:39Z	Tanzania: Moshi	environmental	environmental/other	PDS000094387.1	0		SAMN13906144	GCA_019516395.1		antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HAZEL-184	"HAZEL-184"	Eastbourne	PDT001107466.1	2021-08-10T17:29:10Z	Tanzania: Moshi	carcass	environmental/other	PDS000094387.1	0		SAMN13906089	GCA_019517305.1		antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HAZEL-182	"HAZEL-182"	Eastbourne	PDT001107468.1	2021-08-10T17:29:18Z	Tanzania: Moshi	carcass	environmental/other	PDS000094387.1	2		SAMN13906087	GCA_019517345.1		antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HAZEL-183	"HAZEL-183"	Eastbourne	PDT001107469.1	2021-08-10T17:29:27Z	Tanzania: Moshi	carcass	environmental/other	PDS000094387.1	0		SAMN13906088	GCA_019517365.1		antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HAZEL-153	"HAZEL-153"	Eastbourne	PDT001107496.1	2021-08-10T17:33:07Z	Tanzania: Moshi	meat	environmental/other	PDS000094387.1	1		SAMN13906062	GCA_019518005.1		antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HAZEL-003	"HAZEL-003"	Typhimurium	PDT001107635.1	2021-08-10T17:54:58Z	Tanzania: Moshi	feces	environmental/other	PDS000041668.3	0	49	SAMN13905913	GCA_019521445.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-004	"HAZEL-004"	Typhimurium	PDT001107636.1	2021-08-10T17:55:00Z	Tanzania: Moshi	feces	environmental/other	PDS000041668.3	0	49	SAMN13905914	GCA_019521475.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-165	"HAZEL-165"	Heidelberg	PDT001107480.1	2021-08-10T17:30:57Z	Tanzania: Moshi	meat	environmental/other	PDS000031189.3	2	7	SAMN13906074	GCA_019517585.1	fosA7=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	HAZEL-164	"HAZEL-164"	Heidelberg	PDT001107484.1	2021-08-10T17:31:20Z	Tanzania: Moshi	meat	environmental/other	PDS000031189.3	2	5	SAMN13906073	GCA_019517655.1	fosA7=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	CFSAN031408	"CFSAN031408","ICOPHAI16781","SRS1039639"		PDT000105302.4	2018-06-26T23:04:44Z	Tanzania	feces swine	environmental/other	PDS000007729.5		19	SAMN03576942	GCA_005900745.1		antigen_formula=3,10:r:z6,serotype=Weltevreden
Salmonella enterica	CFSAN031366	"CFSAN031366","ICOPHAI16484","SRS1665823"		PDT000146652.2	2016-09-02T15:23:16Z	Tanzania	stool	clinical	PDS000007729.5	1	19	SAMN03576900	GCA_004227445.1		antigen_formula=3,10:r:z6,serotype=Weltevreden
Salmonella enterica	ICOPHAI16484	"CFSAN056136","ICOPHAI16484","SRS1769034"		PDT000154697.2	2016-10-31T20:17:54Z	Tanzania	stool	clinical	PDS000007729.5	1	20	SAMN05944943	GCA_006937455.1		antigen_formula=3,10:r:z6,serotype=Weltevreden
Salmonella enterica	CFSAN031394	"CFSAN031394","ICOPHAI16742","SRS1039636"		PDT000105300.4	2018-06-26T23:04:58Z	Tanzania	feces swine	environmental/other	PDS000023967.2	1		SAMN03576928	GCA_005900945.1	fosA7=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	CFSAN031400	"CFSAN031400","ICOPHAI16764","SRS1039663"		PDT000105309.4	2018-06-26T23:04:43Z	Tanzania	feces swine	environmental/other	PDS000023967.2	1		SAMN03576934	GCA_005900765.1	fosA7=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	CFSAN031505	"CFSAN031505","ICOPHAI16808","SRS1180005"		PDT000105355.2	2016-02-05T15:24:45Z	Tanzania	broiler carcass swab	environmental/other	PDS000023967.2	1		SAMN03577038	GCA_005899125.1	fosA7=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
