#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Salmonella enterica	CFSAN031515	"CFSAN031515","ICOPHAI11535","SRS1691853"	Anatum	PDT000148779.2	2016-09-14T21:17:53Z	Ethiopia	bovine skin	environmental/other	PDS000030882.1	1	1	SAMN03577048	GCA_007230715.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=3,10:e,h:1,6,serotype=Anatum
Salmonella enterica	CFSAN031516	"CFSAN031516","ICOPHAI11536","SRS1691854"	Anatum	PDT000148780.2	2016-09-14T21:17:53Z	Ethiopia	bovine skin	environmental/other	PDS000030882.1	1	2	SAMN03577049	GCA_010671085.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=3,10:e,h:1,6,serotype=Anatum
Salmonella enterica	CFSAN031518	"CFSAN031518","ICOPHAI11538","SRS1691856"	Blockley	PDT000148782.2	2016-09-14T21:17:53Z	Ethiopia	swine caecum	environmental/other	PDS000003753.13	1	40	SAMN03577051	GCA_007230535.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,mph(A)=COMPLETE,tet(A)=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	CFSAN031519	"CFSAN031519","ICOPHAI11539","SRS1691857"	Blockley	PDT000148783.2	2016-09-14T21:17:53Z	Ethiopia	swine liver	environmental/other	PDS000003753.13	0	39	SAMN03577052	GCA_010373465.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,mph(A)=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:k:1,5,serotype=Blockley
Salmonella enterica	CFSAN031520	"CFSAN031520","ICOPHAI11540","SRS1691858"	Blockley	PDT000148784.2	2016-09-14T21:17:53Z	Ethiopia	swine lymph node	environmental/other	PDS000003753.13	1	40	SAMN03577053	GCA_010542145.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,mph(A)=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:k:1,5,serotype=Blockley
Salmonella enterica	CFSAN031521	"CFSAN031521","ICOPHAI11541","SRS1692042"	Blockley	PDT000148785.2	2016-09-14T21:17:53Z	Ethiopia	swine tongue	environmental/other	PDS000003753.13	0	39	SAMN03577054	GCA_011412215.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,mph(A)=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:k:1,5,serotype=Blockley
Salmonella enterica	CFSAN031524	"CFSAN031524","ICOPHAI11544","SRS1692045"	Braenderup	PDT000148788.2	2016-09-14T21:17:53Z	Ethiopia	swine lymph node	environmental/other	PDS000030865.1	5		SAMN03577057	GCA_010765935.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	CFSAN031525	"CFSAN031525","ICOPHAI11545","SRS1692046"	Braenderup	PDT000148789.2	2016-09-14T21:17:53Z	Ethiopia	chicken carcass	environmental/other	PDS000030865.1	2		SAMN03577058	GCA_011107055.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	CFSAN031526	"CFSAN031526","ICOPHAI11546","SRS1692047"	Braenderup	PDT000148790.2	2016-09-14T21:17:53Z	Ethiopia	bovine minced meat	environmental/other	PDS000030865.1	2		SAMN03577059	GCA_010690305.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	CFSAN031530	"CFSAN031530","ICOPHAI11550","SRS1692052"	Dublin	PDT000148794.3	2016-09-14T21:17:53Z	Ethiopia	swine meat	environmental/other	PDS000047466.1	1		SAMN03577063	GCA_007818725.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica	CFSAN031531	"CFSAN031531","ICOPHAI11551","SRS1692053"	Dublin	PDT000148795.2	2016-09-14T21:17:53Z	Ethiopia	bovine minced meat	environmental/other				SAMN03577064	GCA_008916185.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica	CFSAN031533	"CFSAN031533","ICOPHAI11553","SRS1692055"	Eastborne	PDT000148797.2	2016-09-14T21:17:54Z	Ethiopia	bovine skin	environmental/other	PDS000030879.1	2		SAMN03577066	GCA_011107095.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	CFSAN031534	"CFSAN031534","ICOPHAI11554","SRS1692056"	Eastborne	PDT000148798.2	2016-09-14T21:17:54Z	Ethiopia	bovine lymph node	environmental/other	PDS000030879.1	2		SAMN03577067	GCA_004220755.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	CFSAN031536	"CFSAN031536","ICOPHAI11556","SRS1692058"	Enteritidis	PDT000148800.2	2016-09-14T21:17:54Z	Ethiopia	swine lymph node	environmental/other	PDS000030883.5	9	21	SAMN03577069	GCA_008913785.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031537	"CFSAN031537","ICOPHAI11557","SRS1692059"	Enteritidis	PDT000148801.2	2016-09-14T21:17:54Z	Ethiopia	swine lymph node	environmental/other	PDS000030883.5	7	17	SAMN03577070	GCA_008913245.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031538	"CFSAN031538","ICOPHAI11558","SRS1692060"	Enteritidis	PDT000148802.2	2016-09-14T21:17:54Z	Ethiopia	swine lymph node	environmental/other	PDS000030883.5	1	15	SAMN03577071	GCA_008914205.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	CFSAN031539	"CFSAN031539","ICOPHAI11559","SRS1692061"	Hadar	PDT000148803.2	2016-09-14T21:17:54Z	Ethiopia	swine lymph node	environmental/other	PDS000129878.127	3	36	SAMN03577072	GCA_010412175.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031540	"CFSAN031540","ICOPHAI11560","SRS1692062"	Hadar	PDT000148804.2	2016-09-14T21:17:54Z	Ethiopia	swine caecum	environmental/other	PDS000129878.127	3	35	SAMN03577073	GCA_010550085.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031541	"CFSAN031541","ICOPHAI11561","SRS1692063"	Hadar	PDT000148805.2	2016-09-14T21:17:54Z	Ethiopia	swine tongue	environmental/other	PDS000129878.127	3	34	SAMN03577074	GCA_011111795.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031542	"CFSAN031542","ICOPHAI11562","SRS1692064"	Hadar	PDT000148806.2	2016-09-14T21:17:54Z	Ethiopia	swine lymph node	environmental/other	PDS000129878.127	3	38	SAMN03577075	GCA_010734435.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031543	"CFSAN031543","ICOPHAI11563","SRS1692065"	Hadar	PDT000148807.2	2016-09-14T21:17:54Z	Ethiopia	swine caecum	environmental/other	PDS000129878.127	3	37	SAMN03577076	GCA_011105495.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031544	"CFSAN031544","ICOPHAI11564","SRS1692066"	Hadar	PDT000148808.2	2016-09-14T21:17:54Z	Ethiopia	chicken carcass	environmental/other	PDS000129878.127	3	33	SAMN03577077	GCA_010759155.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031548	"CFSAN031548","ICOPHAI11568","SRS1692070"	Hadar	PDT000148812.2	2016-09-14T21:17:54Z	Ethiopia	chicken carcass	environmental/other	PDS000129878.127	0	32	SAMN03577081	GCA_010678305.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031549	"CFSAN031549","ICOPHAI11569","SRS1692071"	Hadar	PDT000148813.2	2016-09-14T21:17:54Z	Ethiopia	chicken carcass	environmental/other	PDS000129878.127	0	33	SAMN03577082	GCA_010396525.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031551	"CFSAN031551","ICOPHAI11571","SRS1692073"	Haifa	PDT000148815.2	2016-09-14T21:17:54Z	Ethiopia	swine meat	environmental/other	PDS000030878.1	4		SAMN03577084	GCA_004219505.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:z10:1,2,serotype=Haifa
Salmonella enterica	ICOPHAI16947	"CFSAN056143","ICOPHAI16947","SRS1769029"	Typhimurium	PDT000154684.2	2016-10-31T20:17:52Z	Ethiopia	feces poultry	environmental/other	PDS000030856.3	2	0	SAMN05944936	GCA_008988185.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	ICOPHAI16948	"CFSAN056144","ICOPHAI16948","SRS1769027"	Typhimurium	PDT000154687.2	2016-10-31T20:17:53Z	Ethiopia	feces poultry	environmental/other	PDS000030856.3	3	3	SAMN05944935	GCA_008988145.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	ICOPHAI11568	"CFSAN056132","ICOPHAI11568","SRS1769040"	Hadar	PDT000154696.2	2016-10-31T20:17:54Z	Ethiopia	chicken carcass	environmental/other	PDS000129878.127	0	32	SAMN05944931	GCA_010553675.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	ICOPHAI11569	"CFSAN056133","ICOPHAI11569","SRS1769039"	Hadar	PDT000154698.2	2016-10-31T20:17:54Z	Ethiopia	chicken carcass	environmental/other	PDS000129878.127	0	33	SAMN05944946	GCA_010542825.1	aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031876	"CFSAN031876","ICOPHAI16989","SRS2781511"	Miami	PDT000273872.2	2017-12-21T23:43:01Z	Ethiopia	feces swine	environmental/other	PDS000031714.20	4	17	SAMN03577409	GCA_010532685.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031857	"CFSAN031857","ICOPHAI16967","SRS2781515"	Typhimurium	PDT000273876.2	2017-12-21T23:43:02Z	Ethiopia	bovine carcass swab	environmental/other	PDS000030849.1	5	12	SAMN03577390	GCA_003873335.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031854	"CFSAN031854","ICOPHAI16964","SRS2781516"	Saintpaul	PDT000273877.2	2017-12-21T23:43:02Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	0	5	SAMN03577387	GCA_010614445.1	aadA1=COMPLETE,aadA2=COMPLETE,aadA2=MISTRANSLATION,blaTEM-57=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE,sul3=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031862	"CFSAN031862","ICOPHAI16974","SRS2781517"	Mikawasima	PDT000273878.2	2017-12-21T23:43:02Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030852.3	1	1	SAMN03577395	GCA_010461345.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	CFSAN031863	"CFSAN031863","ICOPHAI16975","SRS2781519"	Saintpaul	PDT000273880.2	2017-12-21T23:43:03Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000002282.19	0	12	SAMN03577396	GCA_010616725.1	blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031866	"CFSAN031866","ICOPHAI16978","SRS2781525"	Kottbus	PDT000273881.2	2017-12-21T23:43:03Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030848.1	2		SAMN03577399	GCA_010614225.1	mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:z10:1,2,serotype=Haifa
Salmonella enterica	CFSAN031864	"CFSAN031864","ICOPHAI16976","SRS2781528"	Haifa	PDT000273882.2	2017-12-21T23:43:04Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000002282.19	0	12	SAMN03577397	GCA_011423825.1	blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031846	"CFSAN031846","ICOPHAI16955","SRS2781546"	Saintpaul	PDT000273887.2	2017-12-21T23:43:06Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	5	10	SAMN03577379	GCA_010002705.1	aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,blaTEM-57=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031861	"CFSAN031861","ICOPHAI16973","SRS2781552"	Mikawasima	PDT000273893.2	2017-12-22T00:41:19Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030863.1	1		SAMN03577394	GCA_010470465.1	fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:y:e,n,z15,serotype=Mikawasima
Salmonella enterica	CFSAN031871	"CFSAN031871","ICOPHAI16984","SRS2781566"	Saintpaul	PDT000273895.2	2017-12-22T00:41:20Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030854.3	0	5	SAMN03577404	GCA_010504415.1	blaTEM-1=COMPLETE,blaTEM=MISTRANSLATION,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=1,3,19:i:1,2,serotype=Stratford
Salmonella enterica	CFSAN031836	"CFSAN031836","ICOPHAI16943","SRS2781569"	Saintpaul	PDT000273898.2	2017-12-22T00:41:20Z	Ethiopia	feces poultry	environmental/other	PDS000030850.1	2		SAMN03577369	GCA_010775975.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031869	"CFSAN031869","ICOPHAI16982","SRS2781572"	Virchow	PDT000273901.2	2017-12-22T00:41:21Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030862.1	1	2	SAMN03577402	GCA_009592865.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031834	"CFSAN031834","ICOPHAI16941","SRS2781574"	Haifa	PDT000273903.2	2017-12-22T00:41:23Z	Ethiopia	feces poultry	environmental/other	PDS000077468.3	34	21	SAMN03577367	GCA_010486055.1	dfrA5=COMPLETE,gyrA_S83Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	antigen_formula=4:z10:1,2,serotype=Haifa
Salmonella enterica	CFSAN031844	"CFSAN031844","ICOPHAI16953","SRS2781576"	Saintpaul	PDT000273905.2	2017-12-22T00:41:23Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	0	5	SAMN03577377	GCA_011416195.1	aadA1=COMPLETE,aadA2=COMPLETE,aadA2=PARTIAL_END_OF_CONTIG,blaTEM-57=COMPLETE,cmlA1=COMPLETE,cmlA1=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031877	"CFSAN031877","ICOPHAI16990","SRS2781579"	Miami	PDT000273908.2	2017-12-22T01:40:01Z	Ethiopia	feces swine	environmental/other	PDS000030860.1		9	SAMN03577410	GCA_011396255.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:a:1,5,serotype=Miami
Salmonella enterica	CFSAN031856	"CFSAN031856","ICOPHAI16966","SRS2781581"	Saintpaul	PDT000273910.2	2017-12-22T01:40:01Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	1	6	SAMN03577389	GCA_010581685.1	aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=MISTRANSLATION,cmlA1=COMPLETE,cmlA1=MISTRANSLATION,cmlA1=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031838	"CFSAN031838","ICOPHAI16945","SRS2781586"	Saintpaul	PDT000273914.2	2017-12-22T01:40:02Z	Ethiopia	feces poultry	environmental/other	PDS000030850.1	1		SAMN03577371	GCA_010383705.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031880	"CFSAN031880","ICOPHAI16993","SRS2781587"	Typhimurium	PDT000273915.2	2017-12-22T01:40:03Z	Ethiopia	feces swine	environmental/other	PDS000030849.1	5	15	SAMN03577413	GCA_009592745.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031845	"CFSAN031845","ICOPHAI16954","SRS2781596"	Saintpaul	PDT000273918.2	2017-12-22T01:40:03Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	2	5	SAMN03577378	GCA_010486435.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031858	"CFSAN031858","ICOPHAI16970","SRS2781597"	Saintpaul	PDT000273919.2	2017-12-22T01:40:04Z	Ethiopia	bovine carcass swab	environmental/other	PDS000030862.1	0	1	SAMN03577391	GCA_010456245.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031841	"CFSAN031841","ICOPHAI16948","SRS2781599"	Typhimurium	PDT000273921.2	2017-12-22T01:40:04Z	Ethiopia	feces poultry	environmental/other	PDS000030856.3	9	9	SAMN03577374	GCA_009592885.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031837	"CFSAN031837","ICOPHAI16944","SRS2781601"	Saintpaul	PDT000273923.2	2017-12-22T02:44:26Z	Ethiopia	feces poultry	environmental/other	PDS000030850.1	1		SAMN03577370	GCA_007200655.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031848	"CFSAN031848","ICOPHAI16957","SRS2781646"	Saintpaul	PDT000273927.2	2017-12-22T02:44:28Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	0	3	SAMN03577381	GCA_010613025.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031843	"CFSAN031843","ICOPHAI16952","SRS2781648"	Saintpaul	PDT000273929.2	2017-12-22T02:44:28Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	3	8	SAMN03577376	GCA_011125955.1	aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031868	"CFSAN031868","ICOPHAI16980","SRS2781651"	Agona	PDT000273931.2	2017-12-22T02:44:29Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000106143.186	8	6	SAMN03577401	GCA_009592825.1	dfrA5=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	CFSAN031853	"CFSAN031853","ICOPHAI16963","SRS2781654"	Saintpaul	PDT000273933.2	2017-12-22T02:44:29Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	1	2	SAMN03577386	GCA_010506075.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031872	"CFSAN031872","ICOPHAI16985","SRS2781657"	Typhimurium	PDT000273935.2	2017-12-22T02:44:30Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000002282.19	0	12	SAMN03577405	GCA_009592945.1	blaTEM-1=COMPLETE,blaTEM=MISTRANSLATION,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:e,h:1,5,serotype=Reading
Salmonella enterica	CFSAN031867	"CFSAN031867","ICOPHAI16979","SRS2781667"	Haifa	PDT000273940.2	2017-12-22T03:46:08Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030848.1	2		SAMN03577400	GCA_010487215.1	mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:z10:1,2,serotype=Haifa
Salmonella enterica	CFSAN031879	"CFSAN031879","ICOPHAI16992","SRS2781677"	Saintpaul	PDT000273943.2	2017-12-22T03:46:08Z	Ethiopia	feces swine	environmental/other	PDS000030862.1	2	3	SAMN03577412	GCA_010512855.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031874	"CFSAN031874","ICOPHAI16987","SRS2781678"	I:Rough-O:i:1,2	PDT000273944.2	2017-12-22T03:46:09Z	Ethiopia	feces swine	environmental/other	PDS000013845.392	1	1	SAMN03577407	GCA_010461245.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031839	"CFSAN031839","ICOPHAI16946","SRS2781679"	Saintpaul	PDT000273945.2	2017-12-22T03:46:09Z	Ethiopia	feces poultry	environmental/other	PDS000030850.1	2		SAMN03577372	GCA_010484935.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	CFSAN031865	"CFSAN031865","ICOPHAI16977","SRS2781681"	Haifa	PDT000273946.2	2017-12-22T03:46:09Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030848.1	2		SAMN03577398	GCA_004221305.1	mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:z10:1,2,serotype=Haifa
Salmonella enterica	CFSAN031878	"CFSAN031878","ICOPHAI16991","SRS2781680"	Saintpaul	PDT000273947.2	2017-12-22T03:46:09Z	Ethiopia	feces swine	environmental/other	PDS000030862.1	1	2	SAMN03577411	GCA_010614175.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031852	"CFSAN031852","ICOPHAI16962","SRS2781689"	Saintpaul	PDT000273953.2	2017-12-22T03:46:11Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	3	8	SAMN03577385	GCA_010505515.1	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,cmlA1=COMPLETE,cmlA1=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031840	"CFSAN031840","ICOPHAI16947","SRS2781693"	Typhimurium	PDT000273956.2	2017-12-22T04:44:09Z	Ethiopia	feces poultry	environmental/other	PDS000030856.3	2	2	SAMN03577373	GCA_009592985.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031873	"CFSAN031873","ICOPHAI16986","SRS2781713"	Typhimurium	PDT000273960.2	2017-12-22T04:44:09Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030854.3	0	5	SAMN03577406	GCA_009593085.1	blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031870	"CFSAN031870","ICOPHAI16983","SRS2781717"	Virchow	PDT000273963.2	2017-12-22T04:44:10Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030852.3	1	1	SAMN03577403	GCA_009593145.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
